accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.7254738211631775,0.6139068007469177,0.7989556193351746,0.4594944417476654,0.0010000000474974513,1
0.8193979859352112,0.42203110456466675,0.8107049465179443,0.40761420130729675,0.0010000000474974513,2
0.8363990783691406,0.39240604639053345,0.857702374458313,0.36262160539627075,0.0010000000474974513,3
0.8400223255157471,0.37369197607040405,0.8120104670524597,0.38798436522483826,0.0010000000474974513,4
0.8581382632255554,0.3363681435585022,0.8616188168525696,0.34062013030052185,0.0010000000474974513,5
0.8639910817146301,0.3299283981323242,0.8877284526824951,0.29388856887817383,0.0010000000474974513,6
0.8667781352996826,0.3190472424030304,0.8838120102882385,0.2766033709049225,0.0010000000474974513,7
0.8690078258514404,0.3150773346424103,0.849869430065155,0.3492269515991211,0.0010000000474974513,8
0.874024510383606,0.29566800594329834,0.8825065493583679,0.2719362676143646,0.0010000000474974513,9
0.8765329122543335,0.28598544001579285,0.8694517016410828,0.3036957085132599,0.0010000000474974513,10
0.8896321058273315,0.2826954126358032,0.8785901069641113,0.27857428789138794,0.0010000000474974513,11
0.8840579986572266,0.2740923762321472,0.8825065493583679,0.28087562322616577,0.0010000000474974513,12
0.9074693322181702,0.22874413430690765,0.8968668580055237,0.2579095661640167,0.00020000000949949026,13
0.9080267548561096,0.23467372357845306,0.8981723189353943,0.2444278746843338,0.00020000000949949026,14
0.9108138084411621,0.22650687396526337,0.9020887613296509,0.25444453954696655,0.00020000000949949026,15
