accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.5523968935012817,0.9340742826461792,0.6840730905532837,0.670905351638794,9.999999747378752e-06,1
0.7034559845924377,0.6663047671318054,0.7689294815063477,0.5350894927978516,9.999999747378752e-06,2
0.7670010924339294,0.5335097908973694,0.8133159279823303,0.4492715001106262,9.999999747378752e-06,3
0.7940356731414795,0.4684390425682068,0.8433420658111572,0.3849300444126129,9.999999747378752e-06,4
0.8096432685852051,0.4351159334182739,0.8681462407112122,0.3435624837875366,9.999999747378752e-06,5
0.8492196202278137,0.37851807475090027,0.8798955678939819,0.31190499663352966,9.999999747378752e-06,6
0.8503344655036926,0.3632877469062805,0.8694517016410828,0.3001750707626343,9.999999747378752e-06,7
0.8662207126617432,0.3350560665130615,0.8929504156112671,0.28909412026405334,9.999999747378752e-06,8
0.8782051205635071,0.3075137138366699,0.8563968539237976,0.32579654455184937,9.999999747378752e-06,9
0.8840579986572266,0.282358318567276,0.8851174712181091,0.2743259072303772,9.999999747378752e-06,10
0.892419159412384,0.26829272508621216,0.9060052037239075,0.22629143297672272,9.999999747378752e-06,11
0.8965997695922852,0.2601271867752075,0.9086161851882935,0.224399596452713,9.999999747378752e-06,12
0.904403567314148,0.2502659559249878,0.9073107242584229,0.23765422403812408,9.999999747378752e-06,13
0.911928653717041,0.23357801139354706,0.9033942818641663,0.23628318309783936,9.999999747378752e-06,14
0.9088628888130188,0.23222360014915466,0.8812010288238525,0.2628425061702728,9.999999747378752e-06,15
