accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.7084726691246033,0.6682064533233643,0.8172323703765869,0.44927549362182617,0.0010000000474974513,1
0.8093645572662354,0.4481159448623657,0.8485639691352844,0.368282675743103,0.0010000000474974513,2
0.8319398164749146,0.40239450335502625,0.8655352592468262,0.3338567614555359,0.0010000000474974513,3
0.838071346282959,0.37820836901664734,0.8694517016410828,0.3262564241886139,0.0010000000474974513,4
0.8522853851318359,0.3538007140159607,0.8459529876708984,0.35515686869621277,0.0010000000474974513,5
0.8695651888847351,0.3294524848461151,0.8733681440353394,0.32172510027885437,0.0010000000474974513,6
0.8625975251197815,0.3248501718044281,0.8903394341468811,0.28333380818367004,0.0010000000474974513,7
0.8751393556594849,0.307770699262619,0.8968668580055237,0.2721310257911682,0.0010000000474974513,8
0.8829431533813477,0.3105942904949188,0.855091392993927,0.3233017027378082,0.0010000000474974513,9
0.8720735907554626,0.31554508209228516,0.877284586429596,0.27772945165634155,0.0010000000474974513,10
0.881549596786499,0.2983280122280121,0.877284586429596,0.2915363907814026,0.0010000000474974513,11
0.8974359035491943,0.25385525822639465,0.9007833003997803,0.2609062194824219,0.00020000000949949026,12
0.8991081118583679,0.24354293942451477,0.9060052037239075,0.25229334831237793,0.00020000000949949026,13
0.8985507488250732,0.25387853384017944,0.8968668580055237,0.2651689350605011,0.00020000000949949026,14
0.9035674333572388,0.24649959802627563,0.8968668580055237,0.2585482895374298,0.00020000000949949026,15
