accuracy,loss,val_accuracy,val_loss,learning_rate,epoch
0.7583612203598022,0.5419222116470337,0.8420365452766418,0.39685115218162537,0.0010000000474974513,1
0.8469899892807007,0.3786327838897705,0.8603132963180542,0.35661327838897705,0.0010000000474974513,2
0.8729097247123718,0.32416436076164246,0.8877284526824951,0.2862433195114136,0.0010000000474974513,3
0.8896321058273315,0.27614402770996094,0.9073107242584229,0.25277775526046753,0.0010000000474974513,4
0.8918617367744446,0.2662484645843506,0.9138381481170654,0.24257250130176544,0.0010000000474974513,5
0.9083054661750793,0.23588986694812775,0.8981723189353943,0.2703619599342346,0.0010000000474974513,6
0.9052397012710571,0.23604357242584229,0.8968668580055237,0.24815280735492706,0.0010000000474974513,7
0.9083054661750793,0.22482536733150482,0.9164490699768066,0.2266203910112381,0.0010000000474974513,8
0.9180601835250854,0.2031133770942688,0.9203655123710632,0.2088654786348343,0.0010000000474974513,9
0.9183388948440552,0.2083246260881424,0.9138381481170654,0.22396884858608246,0.0010000000474974513,10
0.9331103563308716,0.17430852353572845,0.915143609046936,0.23607267439365387,0.0010000000474974513,11
0.9297658801078796,0.191687673330307,0.9255874752998352,0.21136078238487244,0.0010000000474974513,12
0.9342252016067505,0.17687517404556274,0.9268929362297058,0.20726551115512848,0.00020000000949949026,13
0.9333890676498413,0.17202985286712646,0.9268929362297058,0.19788052141666412,0.00020000000949949026,14
0.9350613355636597,0.1645364910364151,0.9308093786239624,0.19325605034828186,0.00020000000949949026,15
